uniqueID,Sex,Age,Education,Income
16845,0,13,4,5
16846,0,7,6,8
16847,1,6,4,7
16848,0,9,5,3
16849,1,5,6,8
16850,0,5,6,6
16851,0,9,6,8
16852,0,8,5,7
16853,0,8,6,2
16854,1,6,3,6
16855,0,9,6,8
16856,1,9,6,7
16857,1,12,5,3
16858,1,5,6,1
16859,0,10,3,2
16860,0,6,4,8
16861,1,8,6,6
16862,1,7,5,4
16863,1,6,2,2
16864,0,2,5,8
16865,1,2,6,6
16866,1,5,6,8
16867,0,8,4,3
16868,0,9,6,8
16869,1,1,4,1
16870,0,9,4,1
16871,0,11,5,4
16872,0,7,5,2
16873,0,9,6,8
16874,0,6,6,7
16875,0,3,6,7
16876,0,6,6,8
16877,1,9,5,7
16878,1,4,6,8
16879,0,5,6,8
16880,1,11,5,3
16881,1,5,6,8
16882,1,8,5,8
16883,0,10,2,1
16884,1,2,5,5
16885,1,7,6,8
16886,1,9,5,7
16887,0,8,4,5
16888,1,4,6,6
16889,0,8,5,8
16890,1,3,6,8
16891,0,1,5,6
16892,1,2,3,2
16893,1,8,4,2
16894,0,9,6,8
16895,1,10,2,2
16896,0,8,5,5
16897,1,8,5,8
16898,1,10,5,8
16899,0,7,4,8
16900,1,11,5,6
16901,1,1,6,8
16902,0,5,2,5
16903,1,4,6,6
16904,0,7,5,8
16905,1,7,2,5
16906,1,10,4,4
16907,0,10,5,4
16908,0,8,6,8
16909,1,2,5,7
16910,0,12,6,7
16911,1,3,6,8
16912,0,8,6,1
16913,1,11,6,8
16914,0,4,4,2
16915,0,5,4,8
16916,1,6,6,8
16917,1,6,5,7
16918,1,1,6,8
16919,1,4,3,2
16920,1,11,6,8
16921,0,2,4,1
16922,0,2,6,8
16923,1,9,4,1
16924,0,2,2,3
16925,0,7,5,6
16926,0,1,5,6
16927,1,4,6,8
16928,0,9,5,8
16929,1,6,3,1
16930,1,9,6,8
16931,0,12,6,8
16932,0,7,6,8
16933,0,5,5,1
16934,0,10,5,3
16935,0,3,6,8
16936,1,13,5,8
16937,0,6,3,1
16938,0,10,2,2
16939,0,5,6,8
16940,1,6,6,8
16941,1,9,6,6
16942,1,7,6,8
16943,1,7,6,8
16944,0,10,4,6
16945,1,11,4,2
16946,1,10,5,5
16947,0,8,5,6
16948,1,6,5,8
16949,0,9,6,8
16950,1,7,5,5
16951,1,7,6,5
16952,1,5,5,5
16953,0,4,6,8
16954,1,12,5,3
16955,0,8,5,7
16956,0,6,4,4
16957,1,2,5,2
16958,0,11,4,8
16959,1,5,2,5
16960,1,8,6,8
16961,1,6,6,7
16962,0,13,4,5
16963,1,6,6,8
16964,1,3,2,1
16965,1,5,5,5
16966,1,11,5,6
16967,0,12,5,1
16968,0,5,3,1
16969,1,10,4,2
16970,0,8,4,1
16971,1,1,5,4
16972,0,10,4,4
16973,0,6,5,8
16974,1,8,4,8
16975,1,3,3,6
16976,0,1,5,5
16977,1,7,6,8
16978,1,10,3,8
16979,1,6,4,7
16980,1,6,6,8
16981,1,13,5,5
16982,0,10,5,7
16983,1,9,6,6
16984,0,13,4,8
16985,0,1,5,2
16986,1,9,6,8
16987,0,3,5,7
16988,1,6,4,8
16989,0,9,6,8
16990,1,8,6,8
16991,0,1,5,1
16992,0,8,3,2
16993,1,1,5,8
16994,0,3,5,6
16995,0,6,6,8
16996,1,4,6,8
16997,1,2,6,8
16998,0,10,5,3
16999,0,5,6,8
17000,1,2,6,8
17001,1,7,5,5
17002,1,8,1,1
17003,0,6,6,8
17004,1,2,6,8
17005,1,3,6,8
17006,0,10,6,7
17007,1,1,4,6
17008,1,6,5,7
17009,1,4,4,4
17010,1,11,3,2
17011,1,5,6,7
17012,1,1,5,8
17013,1,4,5,8
17014,0,8,3,8
17015,0,2,6,7
17016,0,7,5,3
17017,1,6,5,4
17018,1,2,6,6
17019,1,6,2,2
17020,0,9,6,1
17021,0,5,6,8
17022,1,8,3,4
17023,1,7,5,7
17024,0,5,2,1
17025,1,1,4,3
17026,0,6,2,2
17027,0,7,6,5
17028,0,4,5,5
17029,1,4,6,6
17030,1,4,4,5
17031,1,7,2,1
17032,1,3,4,4
17033,0,3,6,8
17034,1,1,4,8
17035,0,2,6,8
17036,1,7,6,8
17037,1,12,6,8
17038,1,7,6,8
17039,0,2,6,8
17040,0,9,5,4
17041,0,10,4,5
17042,1,12,2,2
17043,1,8,5,4
17044,1,11,5,6
17045,0,10,5,8
17046,0,1,6,6
17047,1,6,5,8
17048,1,4,5,6
17049,0,8,6,7
17050,1,6,5,8
17051,1,10,2,2
17052,1,5,5,7
17053,1,9,5,8
17054,1,9,4,7
17055,1,6,5,2
17056,0,11,6,8
17057,0,9,5,8
17058,0,1,3,6
17059,0,5,3,1
17060,1,9,6,8
17061,0,6,5,6
17062,1,5,5,5
17063,0,2,4,7
17064,1,4,4,8
17065,0,4,6,8
17066,0,9,2,4
17067,0,4,4,1
17068,1,3,2,4
17069,0,2,5,6
17070,0,3,6,8
17071,0,8,4,2
17072,0,5,5,1
17073,0,13,5,2
17074,0,8,3,4
17075,0,3,3,3
17076,1,4,6,7
17077,0,12,6,8
17078,1,9,2,2
17079,1,7,3,6
17080,0,11,3,2
17081,1,11,6,8
17082,1,4,4,3
17083,1,5,2,6
17084,0,6,6,8
17085,1,2,4,6
17086,0,2,5,3
17087,1,7,6,3
17088,0,8,6,6
17089,1,3,6,4
17090,0,8,5,8
17091,1,8,6,8
17092,1,5,5,8
17093,1,7,2,5
17094,0,6,6,7
17095,0,2,6,5
17096,0,1,5,1
17097,0,10,6,5
17098,1,11,5,8
17099,1,7,5,8
17100,0,10,6,8
17101,1,10,2,3
17102,0,4,4,4
17103,0,9,6,7
17104,1,11,2,3
17105,1,7,5,8
17106,0,7,5,8
17107,0,9,5,7
17108,1,5,6,8
17109,1,2,6,1
17110,0,4,6,8
17111,1,7,6,8
17112,1,10,5,5
17113,1,1,6,7
17114,0,4,6,8
17115,1,5,6,8
17116,1,5,6,8
17117,1,6,5,8
17118,1,8,4,1
17119,1,4,4,1
17120,1,10,6,8
17121,0,10,2,2
17122,1,3,6,8
17123,1,9,6,8
17124,0,5,4,3
17125,1,4,5,4
17126,0,9,2,1
17127,1,8,6,1
17128,0,5,3,5
17129,0,4,4,6
17130,0,10,6,6
17131,1,11,2,5
17132,0,2,6,8
17133,1,8,4,8
17134,1,4,6,8
17135,1,6,3,5
17136,0,9,6,8
17137,1,10,6,8
17138,1,2,3,5
17139,0,4,5,8
17140,1,9,6,8
17141,0,1,5,4
17142,0,8,5,6
17143,0,6,4,6
17144,0,3,6,7
17145,1,2,5,7
17146,0,3,5,8
17147,0,2,6,8
17148,1,5,6,8
17149,0,7,5,8
17150,0,6,4,6
17151,1,7,6,8
17152,1,9,6,8
17153,1,9,6,8
17154,1,4,6,8
17155,1,7,4,8
17156,0,3,5,2
17157,1,6,4,1
17158,1,10,2,8
17159,1,4,6,8
17160,0,2,3,1
17161,0,1,4,1
17162,1,5,6,8
17163,1,6,5,6
17164,0,10,6,8
17165,1,3,6,8
17166,0,7,6,7
17167,0,9,6,8
17168,1,4,6,8
17169,0,10,5,8
17170,0,2,6,7
17171,0,1,5,2
17172,1,8,5,8
17173,1,7,4,7
17174,1,2,6,8
17175,1,8,5,8
17176,1,8,5,8
17177,1,6,6,1
17178,1,6,5,8
17179,0,9,6,8
17180,1,6,6,8
17181,0,9,6,7
17182,0,2,6,2
17183,1,8,5,6
17184,0,6,6,8
17185,1,8,5,3
17186,0,6,5,6
17187,0,10,4,3
17188,0,6,5,2
17189,1,7,5,1
17190,1,5,3,6
17191,1,11,6,8
17192,0,6,6,8
17193,1,7,6,8
17194,1,3,5,1
17195,0,9,6,8
17196,1,5,4,7
17197,1,4,4,5
17198,1,3,6,8
17199,1,9,6,8
17200,1,5,6,8
17201,1,8,6,8
17202,1,9,4,8
17203,0,4,3,5
17204,1,1,5,8
17205,1,7,6,8
17206,1,3,6,6
17207,0,6,3,1
17208,1,2,6,6
17209,1,7,6,8
17210,1,9,4,3
17211,1,2,6,8
17212,1,8,5,8
17213,0,4,5,4
17214,0,1,5,2
17215,1,10,4,6
17216,0,10,6,6
17217,1,9,6,8
17218,0,8,5,6
17219,0,6,6,8
17220,1,11,5,4
17221,0,3,4,7
17222,0,7,1,3
17223,1,1,5,2
17224,1,10,6,8
17225,1,4,6,8
17226,1,10,6,8
17227,0,7,5,8
17228,1,3,3,6
17229,0,1,4,4
17230,1,7,6,8
17231,0,11,6,1
17232,0,2,5,8
17233,1,4,6,8
17234,0,7,2,2
17235,1,12,2,4
17236,0,7,4,1
17237,0,7,5,1
17238,0,7,4,2
17239,1,9,5,8
17240,0,3,4,1
17241,1,2,5,5
17242,0,11,6,7
17243,0,10,6,7
17244,0,4,5,1
17245,0,8,5,4
17246,1,8,4,7
17247,0,6,6,6
17248,0,4,2,2
17249,1,7,6,8
17250,0,9,6,8
17251,1,4,6,8
17252,0,9,5,1
17253,0,6,6,6
17254,0,1,6,2
17255,0,12,4,5
17256,1,5,3,5
17257,0,6,6,8
17258,0,7,6,8
17259,1,5,6,6
17260,1,6,4,6
17261,1,5,3,4
17262,0,7,2,2
17263,1,7,4,8
17264,0,9,4,8
17265,1,5,6,7
17266,0,9,4,2
17267,1,12,2,6
17268,1,4,3,2
17269,0,5,6,8
17270,1,3,5,8
17271,1,9,2,4
17272,0,6,4,5
17273,1,7,5,1
17274,0,4,6,8
17275,1,10,5,7
17276,0,6,4,6
17277,1,9,6,5
17278,0,3,3,4
17279,0,3,5,5
17280,0,7,6,8
17281,1,6,6,7
17282,0,9,6,8
17283,1,10,6,3
17284,1,2,4,4
17285,1,1,5,8
17286,1,3,4,6
17287,0,3,5,2
17288,0,2,6,8
17289,0,4,6,8
17290,0,7,5,5
17291,0,6,5,8
17292,0,8,4,8
17293,1,10,5,2
17294,0,4,6,8
17295,0,12,6,8
17296,1,5,6,8
17297,0,7,6,8
17298,0,1,5,2
17299,0,7,5,6
17300,1,10,5,8
17301,0,5,4,8
17302,0,11,2,1
17303,0,10,2,3
17304,0,9,6,8
17305,0,10,3,2
17306,0,4,5,6
17307,1,2,4,5
17308,0,6,5,8
17309,1,5,5,5
17310,1,4,5,8
17311,0,9,6,8
17312,1,6,4,8
17313,1,3,5,6
17314,1,5,6,8
17315,0,4,4,4
17316,1,2,6,8
17317,0,2,6,2
17318,0,2,4,1
17319,1,10,6,8
17320,0,7,6,8
17321,1,4,5,8
17322,1,4,6,8
17323,1,5,6,8
17324,0,1,6,7
17325,0,8,6,7
17326,1,5,3,2
17327,0,8,4,4
17328,1,5,6,8
17329,0,5,6,8
17330,1,9,6,8
17331,1,4,6,8
17332,0,6,6,8
17333,1,7,6,8
17334,1,11,6,8
17335,1,8,3,2
17336,1,9,5,7
17337,1,4,3,4
17338,0,9,6,5
17339,1,7,6,7
17340,1,7,4,8
17341,1,9,6,8
17342,0,2,4,5
17343,1,8,6,8
17344,0,7,6,8
17345,0,4,5,1
17346,1,3,6,1
17347,1,5,5,5
17348,1,7,4,7
17349,1,7,4,6
17350,1,9,6,8
17351,0,9,6,6
17352,0,6,6,8
17353,1,2,6,8
17354,0,4,6,8
17355,0,8,6,8
17356,0,10,6,7
17357,1,2,5,3
17358,1,3,5,7
17359,1,8,5,8
17360,1,6,3,4
17361,0,5,5,5
17362,1,7,6,8
17363,0,2,6,7
17364,1,2,4,8
17365,1,9,5,3
17366,0,9,6,8
17367,0,7,6,6
17368,1,4,6,8
17369,0,7,6,8
17370,0,1,5,8
17371,0,9,6,8
17372,0,6,6,7
17373,1,5,6,8
17374,0,11,6,5
17375,0,5,6,8
17376,1,7,6,8
17377,1,9,5,7
17378,1,8,3,2
17379,1,2,2,1
17380,1,6,2,5
17381,1,4,3,5
17382,0,2,5,7
17383,0,4,3,4
17384,1,7,5,7
17385,0,7,5,6
17386,1,3,6,8
17387,1,3,6,7
17388,0,9,5,8
17389,0,2,6,8
17390,1,11,6,8
17391,0,11,6,4
17392,0,2,6,8
17393,0,3,5,5
17394,1,2,6,8
17395,0,8,4,1
17396,1,5,5,6
17397,0,1,6,2
17398,0,6,4,1
17399,1,5,4,3
17400,1,11,6,8
17401,1,7,5,5
17402,0,4,6,8
17403,0,5,6,8
17404,1,7,5,2
17405,0,7,4,8
17406,1,7,6,8
17407,0,4,6,8
17408,1,6,2,1
17409,1,1,6,8
17410,1,1,4,4
17411,1,5,6,8
17412,1,8,5,1
17413,1,9,4,8
17414,1,6,6,8
17415,0,5,6,8
17416,0,3,4,3
17417,1,10,5,4
17418,1,2,5,7
17419,0,1,6,1
17420,0,6,5,1
17421,0,10,6,8
17422,1,9,6,8
17423,0,7,5,5
17424,1,8,5,4
17425,1,8,6,8
17426,0,2,6,6
17427,1,2,6,8
17428,1,5,5,8
17429,0,4,4,4
17430,1,11,2,3
17431,1,10,5,8
17432,0,2,6,7
17433,1,8,4,8
17434,1,4,4,8
17435,1,9,6,8
17436,0,4,6,7
17437,1,5,3,5
17438,1,8,6,8
17439,0,2,6,3
17440,1,8,3,1
17441,1,4,6,8
17442,1,1,5,1
17443,0,2,6,1
17444,0,3,6,2
17445,1,1,5,1
17446,1,4,4,1
17447,0,6,6,8
17448,0,6,3,1
17449,0,1,4,3
17450,1,6,5,4
17451,0,8,6,8
17452,0,9,5,7
17453,0,6,5,7
17454,0,6,6,8
17455,0,7,6,5
17456,1,5,6,8
17457,0,6,4,4
17458,1,5,6,7
17459,0,8,6,6
17460,0,8,4,7
17461,1,5,3,6
17462,0,1,5,8
17463,0,4,5,1
17464,0,10,6,8
17465,1,8,5,8
17466,1,7,6,8
17467,1,6,6,8
17468,1,9,6,8
17469,0,8,6,8
17470,0,10,6,8
17471,1,1,6,4
17472,0,4,2,4
17473,0,10,5,7
17474,0,6,6,3
17475,0,4,6,8
17476,0,4,5,2
17477,0,5,6,7
17478,0,9,5,8
17479,1,6,5,7
17480,1,8,6,8
17481,0,12,3,2
17482,1,7,6,8
17483,1,7,5,6
17484,0,10,4,2
17485,1,7,6,8
17486,0,7,5,2
17487,0,4,6,8
17488,0,8,6,8
17489,1,8,1,8
17490,0,2,4,2
17491,0,6,6,8
17492,0,8,6,8
17493,1,5,6,8
17494,1,10,6,8
17495,0,11,6,8
17496,0,3,5,8
17497,0,7,6,8
17498,1,10,4,5
17499,0,1,5,3
17500,1,11,6,8
17501,0,7,6,8
17502,0,12,6,8
17503,1,7,6,8
17504,1,11,2,1
17505,0,9,6,8
17506,0,7,5,7
17507,1,3,4,1
17508,0,7,6,8
17509,1,6,5,3
17510,1,7,6,8
17511,1,13,6,7
17512,0,7,5,7
17513,1,6,4,6
17514,0,6,5,8
17515,1,2,6,2
17516,0,8,5,2
17517,0,6,6,8
17518,0,7,4,8
17519,1,4,6,8
17520,0,2,5,5
17521,1,10,5,5
17522,1,1,5,4
17523,0,5,4,8
17524,0,3,6,3
17525,0,8,5,8
17526,0,9,4,7
17527,0,5,6,8
17528,0,3,5,3
17529,1,7,5,8
17530,1,7,6,8
17531,1,5,3,4
17532,1,5,4,8
17533,0,8,5,7
17534,1,7,4,7
17535,1,10,6,8
17536,0,12,5,8
17537,1,6,4,2
17538,1,8,6,8
17539,1,6,6,8
17540,0,9,6,8
17541,1,12,5,8
17542,1,10,4,7
17543,0,5,5,2
17544,1,4,4,7
17545,1,3,5,6
17546,0,7,3,1
17547,0,12,6,8
17548,0,9,6,8
17549,1,6,3,3
17550,1,9,6,8
17551,0,3,6,3
17552,0,10,6,8
17553,0,11,4,8
17554,1,9,5,8
17555,1,8,3,2
17556,1,5,6,7
17557,1,1,5,4
17558,1,5,3,6
17559,0,6,6,8
17560,1,12,4,5
17561,1,7,6,4
17562,1,9,5,6
17563,0,12,2,1
17564,1,8,6,1
17565,1,4,5,3
17566,1,4,4,6
17567,0,2,6,8
17568,1,1,6,8
17569,1,6,5,8
17570,1,5,6,8
17571,1,8,6,8
17572,1,9,3,5
17573,1,1,5,8
17574,1,11,1,2
17575,0,4,6,8
17576,0,2,5,7
17577,0,5,4,8
17578,0,11,6,7
17579,1,8,4,8
17580,1,3,6,4
17581,1,11,6,7
17582,0,2,6,8
17583,1,5,4,8
17584,0,3,5,8
17585,0,3,5,3
17586,1,7,4,6
17587,0,4,5,4
17588,1,10,6,6
17589,1,7,6,8
17590,0,8,4,8
17591,1,9,6,8
17592,1,7,6,8
17593,1,4,6,8
17594,0,8,4,8
17595,1,2,4,3
17596,1,6,5,8
17597,1,6,5,8
17598,1,7,6,8
17599,0,8,6,8
17600,1,6,3,8
17601,0,3,3,2
17602,0,3,6,8
17603,1,5,5,6
17604,1,4,5,8
17605,1,9,4,4
17606,0,6,6,2
17607,1,11,6,8
17608,1,4,6,8
17609,1,11,6,8
17610,1,8,3,1
17611,1,6,4,8
17612,0,5,6,8
17613,1,1,5,6
17614,1,10,4,6
17615,0,4,6,5
17616,0,4,6,8
17617,1,9,6,8
17618,1,9,4,6
17619,1,6,6,8
17620,1,3,5,8
17621,1,4,6,5
17622,1,9,4,8
17623,0,3,6,5
17624,1,6,5,8
17625,1,7,6,8
17626,1,7,5,7
17627,0,7,6,3
17628,0,10,6,6
17629,1,6,4,8
17630,0,6,5,8
17631,1,1,6,8
17632,1,4,5,4
17633,0,5,6,8
17634,0,1,4,1
17635,0,12,5,5
17636,0,11,6,8
17637,1,6,6,8
17638,0,2,6,8
17639,1,9,1,2
17640,0,7,6,8
17641,1,5,1,6
17642,1,7,6,8
17643,1,9,5,8
17644,1,7,6,8
17645,1,4,6,7
17646,1,9,6,8
17647,1,2,4,2
17648,0,4,5,6
17649,1,1,3,6
17650,1,1,5,1
17651,0,7,3,4
17652,0,3,6,7
17653,0,3,5,5
17654,1,4,6,8
17655,0,9,6,7
17656,0,3,6,7
17657,1,4,5,2
17658,1,4,6,8
17659,1,8,5,8
17660,1,7,6,8
17661,1,12,5,7
17662,1,7,4,5
17663,1,5,3,3
17664,1,9,3,3
17665,0,8,6,8
17666,0,6,2,1
17667,1,9,5,6
17668,1,8,6,7
17669,1,2,4,2
17670,0,6,4,2
17671,0,9,5,4
17672,1,6,5,8
17673,0,9,6,5
17674,0,13,4,5
17675,0,3,5,7
17676,1,2,5,5
17677,0,9,6,8
17678,0,3,5,6
17679,1,7,4,5
17680,0,10,3,2
17681,0,6,1,4
17682,1,12,6,5
17683,0,1,4,7
17684,1,2,6,7
17685,1,9,5,4
17686,0,8,2,6
17687,1,9,6,6
17688,0,3,5,1
17689,0,13,4,4
17690,0,3,6,3
17691,1,6,2,6
17692,1,1,6,4
17693,0,2,6,6
17694,1,6,6,8
17695,0,11,6,7
17696,1,3,3,5
17697,0,6,6,8
17698,0,7,6,8
17699,1,9,6,8
17700,1,3,2,5
17701,0,8,6,4
17702,0,7,3,7
17703,1,10,4,8
17704,0,5,6,8
17705,1,3,6,8
17706,0,4,5,7
17707,0,10,6,1
17708,1,4,6,8
17709,1,10,5,6
17710,1,3,5,6
17711,0,9,4,7
17712,1,10,5,7
17713,0,12,5,5
17714,0,4,5,8
17715,1,10,5,6
17716,1,1,4,3
17717,1,3,4,2
17718,0,8,5,1
17719,1,10,6,8
17720,1,4,6,8
17721,1,5,4,3
17722,1,2,6,5
17723,1,7,6,8
17724,0,2,4,6
17725,1,7,2,3
17726,0,3,6,8
17727,1,13,6,8
17728,1,8,3,3
17729,0,8,4,3
17730,0,3,6,7
17731,0,3,6,8
17732,0,2,6,5
17733,1,10,6,8
17734,0,6,6,8
17735,0,6,2,3
17736,0,7,6,8
17737,0,7,4,7
17738,0,1,5,1
17739,0,9,6,8
17740,1,2,5,6
17741,1,4,6,7
17742,1,7,4,8
17743,1,4,6,8
17744,1,10,6,8
17745,1,11,6,8
17746,1,10,6,8
17747,0,13,2,3
17748,1,13,6,8
17749,1,3,6,8
17750,0,5,4,1
17751,0,9,5,8
17752,0,8,6,7
17753,0,1,5,1
17754,0,11,4,3
17755,1,4,2,2
17756,1,3,6,8
17757,1,4,6,6
17758,1,8,5,2
17759,0,9,4,6
17760,0,9,4,3
17761,0,3,3,4
17762,1,11,6,8
17763,0,8,6,5
17764,1,8,6,3
17765,1,7,5,1
17766,1,6,4,8
17767,0,7,5,7
17768,0,4,6,5
17769,0,8,6,8
17770,1,9,6,5
17771,0,8,2,1
17772,0,5,6,8
17773,0,9,5,8
17774,1,4,4,6
17775,1,2,6,6
17776,0,8,6,8
17777,0,3,5,7
17778,0,11,5,6
17779,1,2,6,8
17780,1,10,4,4
17781,0,10,6,7
17782,0,5,6,8
17783,0,6,6,8
17784,1,9,2,6
17785,0,8,6,6
17786,0,7,2,5
17787,1,8,6,8
17788,1,1,5,8
17789,1,9,2,5
17790,1,5,6,8
17791,0,1,5,5
17792,1,4,6,8
17793,0,7,6,7
17794,1,1,5,3
17795,1,7,6,8
17796,1,6,5,7
17797,0,4,5,6
17798,1,8,2,7
17799,1,9,6,8
17800,1,6,2,6
17801,1,2,6,8
17802,1,8,6,8
17803,0,6,4,3
17804,0,3,5,1
17805,1,10,2,1
17806,1,6,2,4
17807,1,9,6,8
17808,1,3,6,2
17809,0,4,5,1
17810,0,8,2,1
17811,0,7,2,6
17812,1,2,6,8
17813,1,2,5,8
17814,0,7,6,8
17815,0,2,3,1
17816,0,3,6,6
17817,1,3,6,8
17818,1,10,4,7
17819,0,1,6,5
17820,1,11,6,8
17821,0,8,6,7
17822,0,9,5,8
17823,0,12,6,8
17824,0,5,6,8
17825,1,11,6,7
17826,0,2,5,5
17827,1,10,6,8
17828,1,3,6,8
17829,0,9,6,8
17830,0,9,6,8
17831,0,5,6,5
17832,1,9,4,3
17833,1,9,6,8
17834,1,4,6,8
17835,0,6,6,8
17836,0,7,6,8
17837,1,4,6,8
17838,1,8,2,1
17839,1,8,5,8
17840,0,7,6,8
17841,1,8,6,8
17842,1,9,5,8
17843,0,3,3,4
17844,1,8,6,8
17845,1,6,2,5
17846,0,5,6,8
17847,1,7,5,7
17848,0,7,5,3
17849,0,11,6,7
17850,0,8,5,8
17851,0,5,4,4
17852,1,4,2,6
17853,0,5,5,5
17854,0,8,5,7
17855,0,6,4,1
17856,1,6,6,8
17857,0,3,5,8
17858,0,6,4,8
17859,1,5,6,8
17860,1,5,4,7
17861,0,1,5,5
17862,1,2,6,6
17863,1,5,5,8
17864,1,7,6,8
17865,0,8,6,5
17866,0,1,5,8
17867,1,2,6,8
17868,1,8,6,8
17869,0,8,5,8
17870,0,1,5,8
17871,1,12,4,6
17872,1,4,6,8
17873,1,5,3,4
17874,1,8,4,4
17875,0,6,6,8
17876,0,10,4,3
17877,1,4,6,8
17878,1,7,2,7
17879,1,9,6,8
17880,1,5,5,7
17881,0,3,6,7
17882,0,9,5,8
17883,1,8,4,8
17884,1,2,6,7
17885,1,9,5,8
17886,1,6,6,5
17887,1,11,6,8
17888,1,5,2,2
17889,0,11,5,1
17890,0,9,6,8
17891,1,11,5,5
17892,1,8,6,8
17893,0,5,4,1
17894,0,6,6,6
17895,0,4,6,7
17896,0,2,2,3
17897,1,1,5,8
17898,0,7,4,7
17899,1,11,4,5
17900,0,5,2,1
17901,1,8,5,8
17902,0,2,4,8
17903,1,7,6,8
17904,0,7,5,8
17905,1,10,6,8
17906,1,10,6,8
17907,0,4,5,1
17908,0,5,6,8
17909,0,7,4,6
17910,0,6,6,8
17911,0,1,6,1
17912,0,6,4,5
17913,1,4,3,2
17914,1,8,5,8
17915,0,7,5,5
17916,0,5,6,8
17917,1,7,4,6
17918,1,12,6,8
17919,1,3,3,5
17920,1,6,6,6
17921,1,7,3,1
17922,1,1,4,7
17923,0,6,6,8
17924,0,3,6,7
17925,1,11,6,7
17926,0,4,6,8
17927,0,8,2,1
17928,0,2,6,8
17929,1,7,6,8
17930,0,3,4,3
17931,1,6,5,6
17932,0,2,5,4
17933,1,8,6,8
17934,1,2,6,6
17935,1,10,3,4
17936,0,7,5,7
17937,1,3,5,5
17938,1,11,6,8
17939,1,8,6,8
17940,1,8,6,8
17941,1,9,4,5
17942,1,2,3,2
17943,1,6,4,3
17944,1,11,6,8
17945,0,1,4,7
17946,1,4,6,8
17947,0,8,5,4
17948,0,3,5,7
17949,1,7,6,8
17950,1,8,6,8
17951,1,2,6,2
17952,0,6,5,5
17953,1,13,5,6
17954,0,8,6,8
17955,1,8,3,4
17956,0,5,6,8
17957,0,7,2,6
17958,1,9,4,4
17959,1,2,6,5
17960,1,4,6,8
17961,1,8,6,8
17962,0,9,5,7
17963,1,3,5,7
17964,1,8,6,8
17965,1,5,6,8
17966,1,8,4,6
17967,1,5,4,7
17968,0,3,6,8
17969,0,6,6,6
17970,1,7,4,7
17971,1,7,6,8
17972,0,7,6,8
17973,0,3,4,2
17974,0,6,2,1
17975,0,9,6,8
17976,1,3,3,2
17977,0,1,6,7
17978,1,3,5,8
17979,1,9,6,8
17980,1,6,4,8
17981,0,5,4,6
17982,1,4,5,8
17983,0,3,4,1
17984,0,9,6,3
17985,1,8,2,5
17986,1,1,4,8
17987,1,3,5,8
17988,0,8,6,8
17989,1,10,6,8
17990,0,3,3,6
17991,0,4,6,8
17992,1,6,6,8
17993,0,8,4,8
17994,1,7,5,7
17995,0,12,5,8
17996,1,3,6,6
17997,1,5,6,8
17998,1,8,2,6
17999,0,5,6,8
18000,1,4,6,8
18001,1,4,6,8
18002,1,9,6,8
18003,1,12,6,6
18004,1,1,5,5
18005,1,4,6,8
18006,1,8,2,4
18007,1,8,4,8
18008,0,2,6,6
18009,0,7,2,5
18010,0,8,6,8
18011,0,3,5,8
18012,0,5,4,1
18013,1,8,4,8
18014,1,4,5,7
18015,1,6,3,5
18016,0,11,6,8
18017,0,8,5,6
18018,0,7,6,4
18019,0,4,6,8
18020,0,3,6,8
18021,0,8,4,7
18022,0,8,5,4
18023,0,6,6,8
18024,1,7,4,8
18025,0,4,3,7
18026,1,6,6,8
18027,1,12,5,7
18028,0,11,4,4
18029,0,6,5,8
18030,1,3,5,8
18031,1,2,6,7
18032,0,7,5,6
18033,1,12,6,6
18034,1,1,5,8
18035,1,11,6,8
18036,0,2,6,8
18037,0,11,6,8
18038,1,9,5,7
18039,1,6,5,7
18040,0,8,4,7
18041,0,4,4,5
18042,1,4,5,7
18043,1,9,4,6
18044,1,3,6,8
18045,0,4,6,8
18046,1,4,5,4
18047,1,5,2,6
18048,1,1,6,3
18049,0,10,6,8
18050,1,7,6,8
18051,1,13,6,6
18052,1,7,6,8
18053,0,4,5,7
18054,1,6,5,7
18055,1,10,2,4
18056,1,6,4,5
18057,0,8,4,6
18058,1,7,4,1
18059,1,8,6,7
18060,0,5,2,5
18061,1,8,4,6
18062,0,10,4,1
18063,1,3,6,8
18064,0,3,6,3
18065,1,7,2,8
18066,0,5,6,8
18067,0,8,5,8
18068,1,8,5,5
18069,1,8,5,6
18070,1,10,6,8
18071,1,5,6,8
18072,1,13,6,8
18073,1,9,6,8
18074,0,12,5,5
18075,1,6,5,7
18076,1,9,5,8
18077,1,3,4,2
18078,0,6,6,8
18079,0,8,6,7
18080,0,4,6,8
18081,0,7,6,7
18082,0,4,4,2
18083,0,4,5,6
18084,0,3,6,7
18085,0,10,5,5
18086,1,11,5,3
18087,0,10,4,1
18088,0,1,6,3
18089,1,11,5,7
18090,1,6,4,4
18091,1,8,6,2
18092,0,2,6,8
18093,0,5,5,5
18094,1,7,6,8
18095,1,3,5,8
18096,0,9,5,8
18097,0,1,5,3
18098,1,6,6,6
18099,1,5,5,8
18100,0,8,6,1
18101,1,11,4,4
18102,1,10,6,8
18103,1,6,4,8
18104,1,3,5,2
18105,1,3,4,8
18106,0,1,5,3
18107,0,7,6,8
18108,0,1,4,7
18109,0,12,6,5
18110,1,9,6,8
18111,1,4,5,6
18112,0,9,5,7
18113,0,13,4,7
18114,1,9,5,2
18115,1,10,6,8
